age,workclass,education,marital status,occupation,relationship,race,gender,capital gain,capital loss,hours per week,income,income_value
24,Local-gov,10th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K,33596
26,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,39434
26,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,44980
33,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,44021
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K,45285
21,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,<=50K,30070
24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K,36716
39,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K,78916
68,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,40346
66,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,20,<=50K,32040
38,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K,35312
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,852085
71,,7th-8th,Widowed,,Other-relative,White,Female,0,0,16,<=50K,49664
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,38339
27,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,35693
49,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,31140
19,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,<=50K,49409
25,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,<=50K,41933
47,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,>50K,1273896
40,Private,Some-college,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,<=50K,43979
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K,47993
25,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,0,0,50,<=50K,30534
23,Private,10th,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,40,<=50K,35122
28,Private,Masters,Divorced,Sales,Own-child,White,Female,0,0,40,<=50K,41445
29,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,32593
32,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,38269
34,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,0,40,<=50K,30533
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,>50K,1241792
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,<=50K,31666
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,<=50K,44310
41,Private,10th,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,<=50K,49356
18,Self-emp-inc,HS-grad,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,<=50K,44493
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,73119
51,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,>50K,1007434
49,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K,32433
20,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,<=50K,31310
38,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,>50K,85271
57,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K,49541
66,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,<=50K,40890
27,,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,15,<=50K,40393
25,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,41072
19,,10th,Never-married,,Unmarried,White,Female,0,0,35,<=50K,43433
59,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,<=50K,39507
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K,48109
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K,570233
75,,10th,Widowed,,Other-relative,Asian-Pac-Islander,Female,0,0,1,<=50K,42516
21,,HS-grad,Never-married,,Not-in-family,White,Female,0,0,40,<=50K,45985
47,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K,762402
32,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,46979
28,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,<=50K,30206
53,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K,46182
19,,HS-grad,Never-married,,Not-in-family,Other,Male,0,0,30,<=50K,39673
58,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,<=50K,39917
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,30,<=50K,41613
23,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,<=50K,44159
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,<=50K,47676
39,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,<=50K,39558
34,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,39641
41,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,36212
34,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,>50K,475433
32,Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,49506
38,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,>50K,1012213
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,49897
21,,Some-college,Never-married,,Own-child,Black,Male,0,0,20,<=50K,44293
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,<=50K,39957
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K,31340
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,15,<=50K,48212
27,Private,11th,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,<=50K,39157
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,<=50K,40413
36,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K,616998
31,,Bachelors,Never-married,,Not-in-family,White,Male,0,0,40,<=50K,33031
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,>50K,483333
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,>50K,390787
34,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,38894
46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,>50K,502521
33,Private,11th,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,30,<=50K,32872
42,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,<=50K,33714
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K,34374
37,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,>50K,1223774
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,34501
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,>50K,222352
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,41057
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,<=50K,39324
21,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,<=50K,47738
39,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K,145294
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,<=50K,39998
46,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,47309
47,,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,36,>50K,1291484
35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,>50K,416601
60,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K,859235
35,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,<=50K,36948
33,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,40,<=50K,40054
21,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,31971
37,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,>50K,840823
48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,>50K,197297
58,Private,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,0,0,45,<=50K,40472
21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,<=50K,33419
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K,41362
22,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,<=50K,41748
28,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,>50K,1058037
23,Federal-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,44500
58,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,>50K,890585
24,,Bachelors,Never-married,,Own-child,White,Male,0,0,40,<=50K,34242
38,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,37717
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,<=50K,38468
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K,314286
21,Private,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,<=50K,35458
55,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,36427
47,Private,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,45005
19,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,31842
47,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,0,0,50,<=50K,49465
36,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,45403
42,Private,HS-grad,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K,32968
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,34461
34,Private,10th,Never-married,Other-service,Unmarried,Black,Female,0,0,40,<=50K,36054
33,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,34838
60,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,510123
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,44084
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,<=50K,32206
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,43940
36,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,47113
26,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K,41292
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,>50K,913867
22,Private,Some-college,Never-married,Sales,Other-relative,White,Female,0,0,18,<=50K,47981
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,32868
38,Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,<=50K,43645
19,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,16,<=50K,32801
26,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,45,<=50K,35999
52,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,<=50K,48363
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,38614
58,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K,116247
34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,<=50K,30792
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,45572
19,Without-pay,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,<=50K,43701
26,State-gov,11th,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K,33515
60,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,30373
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K,48997
39,Private,10th,Divorced,Other-service,Not-in-family,White,Female,0,0,60,<=50K,46056
27,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,<=50K,46356
26,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,44786
17,Private,12th,Never-married,Other-service,Own-child,White,Male,0,0,12,<=50K,47476
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K,1492452
53,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,48,<=50K,32926
35,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K,33912
34,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,1304920
36,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,>50K,1029749
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K,40775
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K,44493
29,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K,35576
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K,410662
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,486873
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K,43399
24,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,<=50K,47044
36,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,<=50K,37523
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,36414
38,Private,7th-8th,Divorced,Sales,Unmarried,White,Female,0,0,40,<=50K,41419
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,48775
46,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,37729
23,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,<=50K,43542
54,Private,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,<=50K,33011
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K,38294
42,Private,Bachelors,Separated,Other-service,Not-in-family,White,Female,0,0,50,<=50K,40071
33,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,40318
19,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,<=50K,32488
54,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,32,<=50K,41027
19,,Some-college,Never-married,,Own-child,White,Male,0,0,60,<=50K,45424
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,37879
36,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,<=50K,37795
35,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,44581
47,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,<=50K,42576
33,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K,33925
48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K,40042
42,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K,40999
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,24,<=50K,30822
64,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K,45145
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,<=50K,43743
20,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,20,<=50K,35966
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K,32551
29,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K,49996
51,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,40,<=50K,45211
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,30738
50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,>50K,1211004
25,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,30,<=50K,44856
36,Private,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K,48255
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,<=50K,33013
47,Private,10th,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45,<=50K,31132
32,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,40,<=50K,30349
37,Private,Masters,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K,42606
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,<=50K,38777
35,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K,717315
26,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,<=50K,41774
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,<=50K,34541
63,,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,30,>50K,102159
46,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,<=50K,31067
31,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,<=50K,42702
22,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,<=50K,46231
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,12,<=50K,39569
52,Private,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,>50K,253039
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K,47490
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,1343197
31,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K,47139
46,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,30,<=50K,40269
22,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,41315
38,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K,35769
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K,39933
27,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,<=50K,34222
27,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,44640
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,40,<=50K,44895
40,,HS-grad,Never-married,,Not-in-family,White,Female,0,0,4,<=50K,42269
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,<=50K,41995
69,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,60,>50K,773024
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,35,<=50K,33774
34,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,<=50K,45727
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K,881443
27,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,50,<=50K,41665
59,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,14,>50K,272940
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,15,<=50K,33354
51,State-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,<=50K,38821
64,,11th,Never-married,,Unmarried,White,Male,0,0,40,<=50K,42365
41,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,732689
18,,12th,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,24,<=50K,38623
49,Private,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,46249
51,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,<=50K,43199
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,<=50K,41250
69,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K,34641
18,,HS-grad,Never-married,,Own-child,White,Female,0,0,35,<=50K,31905
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,<=50K,45429
50,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,44,<=50K,45510
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,39122
27,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,<=50K,44606
38,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K,37212
62,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K,102379
46,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,<=50K,49496
19,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,<=50K,35046
17,,10th,Never-married,,Own-child,White,Male,0,0,40,<=50K,42181
21,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,<=50K,34204
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,<=50K,32652
36,Private,12th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K,37465
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,48436
58,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,749255
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,<=50K,38580
66,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,<=50K,42660
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K,47582
55,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,49502
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K,49345
39,Private,Some-college,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,<=50K,49640
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K,32486
32,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,<=50K,32619
28,Private,Bachelors,Never-married,Sales,Unmarried,White,Male,0,0,65,<=50K,33804
23,Federal-gov,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,<=50K,34512
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,25,<=50K,39995
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,>50K,624852
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,48629
32,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,46,<=50K,46441
31,Local-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,<=50K,35856
60,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,32686
42,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K,30745
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,791924
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K,596428
18,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,19,<=50K,48016
31,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K,33521
27,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,80,<=50K,39979
50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,>50K,1385566
38,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,<=50K,48666
36,State-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,<=50K,30678
25,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,40,<=50K,42230
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,<=50K,35612
60,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,<=50K,33676
45,Local-gov,9th,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K,40082
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K,39348
22,,Some-college,Never-married,,Own-child,White,Male,0,0,40,<=50K,32003
19,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,32,<=50K,49515
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K,41986
24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,<=50K,48351
30,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,0,0,52,<=50K,37034
62,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,42812
26,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,<=50K,42644
42,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,>50K,381651
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,49473
